"Year","Sector","Type","Grouping","Species","Landings","Discards","DiscardMortality","TotalCatch","TotalMortality","Coefficients of Variation of Discard Ratios","CombinedSector","SuperCombined"
2002,"Incidental","groundfish","Minor slope rockfish (South of 40°10' N. lat.)","Bank Rockfish",18.6825065481266,0,0,18.6825065481266,18.6825065481266,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (South of 40°10' N. lat.)","Blackgill Rockfish",1.9351821192053,0,0,1.9351821192053,1.9351821192053,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (South of 40°10' N. lat.)","Redbanded Rockfish",0.088847137802776,0,0,0.088847137802776,0.088847137802776,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Minor slope rockfish (South of 40°10' N. lat.)","Slope Rockfish Unid",0.300548852399528,0,0,0.300548852399528,0.300548852399528,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Mixed thornyheads","Shortspine/Longspine Thornyhead",1.21594393540778,0,0,1.21594393540778,1.21594393540778,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Other flatfish","Flathead Sole",7.1700036287762,0,0,7.1700036287762,7.1700036287762,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Other flatfish","Pacific Sanddab",4.12154585865917,0,0,4.12154585865917,4.12154585865917,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Other flatfish","Rex Sole",7.70467712963803,0,0,7.70467712963803,7.70467712963803,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Pacific cod","Pacific Cod",195.632218996643,0,0,195.632218996643,195.632218996643,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Pacific hake","Pacific Hake",24.124888868729,0,0,24.124888868729,24.124888868729,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Pacific ocean perch (North of 40°10' N. lat.)","Pacific Ocean Perch Rockfish",16.6354969608999,0,0,16.6354969608999,16.6354969608999,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Petrale sole","Petrale Sole",163.642415857752,0,0,163.642415857752,163.642415857752,"N/A","Incidental","Commercial Non-Groundfish"
2002,"Incidental","groundfish","Sablefish (North of 36° N. lat.)","Sablefish",109.894334573165,0,0,109.894334573165,109.894334573165,"N/A","Incidental","Commercial Non-Groundfish"
